Category|Ability|ActivatableAbility|ArmorComponent|AssetGuid|AssetGuidThreadSafe|CanChangeVisual|CasterLevel|Charges|Comment|ComponentsArray|Cost|CR|DC|DefaultNonIdentifiedDescription|DefaultNonIdentifiedName|Description|Destructible|ElementsArray|Enchantments|EquipmentEntity|EquipmentEntityAlternatives|Errors|FlavorText|ForcedRampColorPresetIndex|ForceStackable|GainAbility|HasErrors|HideAbilityInfo|Icon|IdentifyDC|InventoryEquipSound|InventoryPutSound|InventoryTakeSound|IsJunk|IsNonRemovable|IsNotable|ItemType|m_AllElements|m_ArmorComponent|m_VisualParameters|m_WeaponComponent|m_Weight|MiscellaneousType|name|Name|NameForAcronym|NeedSkinningForCollect|NonIdentifiedDescription|NonIdentifiedName|PrototypeLink|RestoreChargesOnRest|SellPrice|ShardItem|ShowDestructibleField|SpellLevel|SpendCharges|SubtypeDescription|SubtypeName|TrashLootTypes|Type|UseShardItem|UseWhileCanComponents|VisualParameters|WeaponComponent|Weight
Shield|null|null|[BlueprintItemArmor: BashingShieldArmor]|5a326f3961ad985448c9c7b72c82b1a7|5a326f3961ad985448c9c7b72c82b1a7|True|1|1||[]|18000|8|11||Écu|Ce bouclier +1 a été conçu spécialement pour porter des coups de bouclier. Il inflige autant de <b><color=#703565><link="Encyclopedia:Damage">dégâts</link></color></b> qu'une arme de trois catégori...|True|[]|[ShieldEnhancementBonus1;Enhancement1]|null|[]|[]||0|False|False|False|False|ShieldLightKnightMagic_RT_4 (UnityEngine.Sprite)|5|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|5ba44cd58f731144a9f390c2c099abc6|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|d7fb623f94b42304db03645c6fdef245|0|None|BashingShield|Bouclier d'attaque|BashingShield|False||Écu|null|False|4500|[BlueprintItem: MetalShardItem]|True|1|True||Écu|[]|HeavyShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: BashingShieldWeapon]|15
Shield|DivinePower|null|[BlueprintItemArmor: ShieldofDivinePowerArmor]|19d1b3535d22c0144babe51d7da1d028|19d1b3535d22c0144babe51d7da1d028|True|7|1||[]|26000|12|0||Écu|Ce bouclier +3 permet de lancer le <b><color=#703565><link="Encyclopedia:Spell">sort</link></color></b> Puissance divine une fois par jour comme un prêtre de niveau 7.|True|[]|[ShieldEnhancementBonus3]|null|[]|[]||0|False|True|False|False|ShieldHeavyHoly_LT_4 (UnityEngine.Sprite)|15|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|c5a62aaea18c5b44b9ee9393cacf365d|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|ff8047f887565284e93773b4a698c393|0|None|ShieldofDivinePower|Défense bénie|ShieldofDivinePower|False|Le personnage a appris à optimiser les possibilités des objets magiques. Tous les objets conférant un bonus d'altération qu'il identifie voient leur <b><color=#703565><link="Encyclopedia:Bonus">bon...|Érudition (mystères) — rang 1|null|True|6500|[BlueprintItem: MetalShardItem]|True|4|True||Écu|[]|HeavyShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponHeavyShield]|15
Shield|null|null|[BlueprintItemArmor: ShieldofWillArmor]|7ab0c34a329421045b61d2f15f91b6b1|7ab0c34a329421045b61d2f15f91b6b1|True|1|1||[]|39000|8|11||Écu|Cet écu en acier +4 confère un <b><color=#703565><link="Encyclopedia:Bonus">bonus</link></color></b> de moral de +4 aux <b><color=#703565><link="Encyclopedia:Saving_Throw">jets de Volonté</link></c...|True|[]|[ShieldEnhancementBonus4;MoraleWill4]|null|[]|[]||0|False|False|False|False|ShieldHeavyDwarven_LT_4 (UnityEngine.Sprite)|20|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|0dd267dde82f58f49aaa81a4b2f2681c|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|ff8047f887565284e93773b4a698c393|0|None|ShieldofWill|Volonté inflexible|ShieldofWill|False||Écu|null|False|9750|[BlueprintItem: MetalShardItem]|True|1|True||Écu|[]|HeavyShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponHeavyShield]|15
Shield|null|null|[BlueprintItemArmor: UbreakableBastionArmorItem]|aadfa4f5a1ecbac4eae9daa65bde7138|aadfa4f5a1ecbac4eae9daa65bde7138|True|7|2|cl 14|[]|110800|17|0||Pavois|Ce pavois +4 confère un <b><color=#703565><link="Encyclopedia:Bonus">bonus</link></color></b> de résistance de +4 aux <b><color=#703565><link="Encyclopedia:Saving_Throw">jets de sauvegarde</link></...|True|[]|[TowerShieldAttackPenalty;ShieldEnhancementBonus4;Fortitude4;Deflection4;Will4;Reflex4]|null|[]|[]||0|False|False|False|False|ShieldTowerDwarvenNobleHummer_LT_4 (UnityEngine.Sprite)|20|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|49ce78ad77c5b084f8c751dd0fe922e1|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|ff8047f887565284e93773b4a698c393|0|None|UnbreakableBastionShieldItem|Bastion inébranlable|UnbreakableBastionShieldItem|False||Pavois|null|True|27700|[BlueprintItem: MetalShardItem]|True|4|True||Pavois|[]|TowerShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponHeavyShield]|45
Shield|ShoutGreater|null|[BlueprintItemArmor: HeartOfThunderArmorItem]|e9c7e91d3b032ab4d96d9588b985bab5|e9c7e91d3b032ab4d96d9588b985bab5|True|7|3|4) Wooden Shield lvl 17 - "Heart of Thunder" - ShockImmunity, Shout Greater spell|[]|151300|20|17||Rondache|Cette rondache en bois +5 confère l'immunité à la paralysie, et permet de lancer le sort <b><color=#703565><link="SpellsGreaterShout">Cri suprême</link></color></b> trois fois par jour comme un mag...|True|[]|[ParalyzedImmunity;ShieldEnhancementBonus5]|null|[]|[]|La surface due bois est couverte de fins ornements, une marque de fabrique de Kimiel Tavon, maître à la cour du baron.|0|False|True|False|False|ShieldLightManticoreSpiked_RT_4 (UnityEngine.Sprite)|25|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|f61ec85c52b765446b06d2b819381c80|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|62c90581f9892e9468f0d8229c7321c4|0|None|HeartOfThunderShieldItem|Cœur de tonnerre|HeartOfThunderShieldItem|False||Rondache|null|True|37825|[BlueprintItem: MetalShardItem]|True|4|True||Rondache|[]|LightShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponLightShield]|6
Shield|null|null|[BlueprintItemArmor: NorthLightArmorItem]|9b8e47989eb3b4d4ea13ae6b70579b46|9b8e47989eb3b4d4ea13ae6b70579b46|True|1|1|1) Wooden Shield lvl 5 - "North-light" - ColdResistance, Deflection|[]|8500|9|11||Rondache|Cette rondache en bois +1 confère une <b><color=#703565><link="Encyclopedia:Energy_Resistance">résistance</link></color></b> au froid de 10, et un <b><color=#703565><link="Encyclopedia:Bonus">bonus...|True|[]|[ColdResistance10Enchantment;ShieldEnhancementBonus1;Fortitude1]|null|[]|[]|La surface due bois est couverte de fins ornements, une marque de fabrique de Kimiel Tavon, maître à la cour du baron.|0|False|False|False|False|ShieldLightKnightMagic_RT_4 (UnityEngine.Sprite)|5|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|1aadb3a0a09171944a57d153ea3bef0e|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|62c90581f9892e9468f0d8229c7321c4|0|None|NorthLightShieldItem|Lumières du nord|NorthLightShieldItem|False||Rondache|null|False|2125|[BlueprintItem: MetalShardItem]|True|1|True||Rondache|[]|LightShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponLightShield]|6
Shield|null|null|[BlueprintItemArmor: VenomousLimbArmorItem]|5f7e85634b80177428370151feb2116b|5f7e85634b80177428370151feb2116b|True|1|1|2) Wooden Shield lvl 9 - "Venomous Limb" - Perception, AcidReflection|[]|23300|11|11||Écu|Cet écu en bois +2 confère un <b><color=#703565><link="Encyclopedia:Bonus">bonus</link></color></b> d'aptitude de +5 aux <b><color=#703565><link="Encyclopedia:Check">tests</link></color></b> de <b>...|True|[]|[AcidResistance15Enchant;VenomousLimbShieldEnchant;ShieldEnhancementBonus2]|null|[]|[]|La surface due bois est couverte de fins ornements, une marque de fabrique de Kimiel Tavon, maître à la cour du baron.|0|False|False|False|False|ShieldHeavyEvilReally_LT_4 (UnityEngine.Sprite)|10|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|9d6800e2e5efde04a9f79734b8c1864e|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|ff8047f887565284e93773b4a698c393|0|None|VenomousLimbShieldItem|Rempart|VenomousLimbShieldItem|False||Écu|null|False|5825|[BlueprintItem: MetalShardItem]|True|1|True||Écu|[]|HeavyShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponHeavyShield]|15
Shield|null|null|[BlueprintItemArmor: WildGuardianArmorItem]|05d8f2e20b09a3d43871d76424c195c6|05d8f2e20b09a3d43871d76424c195c6|True|3|3|3) Wooden Shield lvl 11 - "Wild Guardian" - Will, Bear’s Endurance spell|[]|48600|14|15||Écu|Cet écu en bois +3 confère un <b><color=#703565><link="Encyclopedia:Bonus">bonus</link></color></b> de résistance de +3 aux <b><color=#703565><link="Encyclopedia:Saving_Throw">jets de Volonté</link...|True|[]|[Will3;ShieldEnhancementBonus3;Constitution4]|null|[]|[]|La surface due bois est couverte de fins ornements, une marque de fabrique de Kimiel Tavon, maître à la cour du baron.|0|False|False|False|False|ShieldHeavySpikedManticore_LT_4 (UnityEngine.Sprite)|15|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|1caff5f6e06bad641bcdc48e26f47067|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|ff8047f887565284e93773b4a698c393|0|None|WildGuardianShieldItem|Gardien sauvage|WildGuardianShieldItem|False||Écu|null|True|12150|[BlueprintItem: MetalShardItem]|True|2|True||Écu|[]|HeavyShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponHeavyShield]|15
Shield|null|null|[BlueprintItemArmor: LightShieldArmorItemPlus4]|41508dc6f0c72834280761896c5f2679|41508dc6f0c72834280761896c5f2679|True|1|1||[]|16160|0|11||Rondache||True|[]|[ShieldEnhancementBonus4]|null|[]|[]||0|False|False|False|False|ShieldLightKnightMagic_RT_4 (UnityEngine.Sprite)|20|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|7f5be55fc115e694f97ab2fafb2cffdd|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters||0|None|LightShieldFrostCorrosivePlus4|Rondache|LightShieldFrostCorrosivePlus4|False||Rondache|null|False|4040|[BlueprintItem: MetalShardItem]|True|1|True||Rondache|[]|LightShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|null|6
Shield|null|null|[BlueprintItemArmor: LightShieldArmorItemPlus4]|85a221a99b0d1c64186795c6c095811c|85a221a99b0d1c64186795c6c095811c|True|1|1||[]|16160|0|11||Rondache||True|[]|[ShieldEnhancementBonus4]|null|[]|[]||0|False|False|False|False|ShieldLightKnightMagic_RT_4 (UnityEngine.Sprite)|20|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|7f5be55fc115e694f97ab2fafb2cffdd|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters||0|None|LightShieldFuryPlus5|Rondache|LightShieldFuryPlus5|False||Rondache|null|False|4040|[BlueprintItem: MetalShardItem]|True|1|True||Rondache|[]|LightShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|null|6
Shield|null|null|[BlueprintItemArmor: LightShieldArmorItemPlus4]|6e2c74c95ccece143ab9ae9c4d27ca82|6e2c74c95ccece143ab9ae9c4d27ca82|True|1|1||[]|25160|0|11||Rondache||True|[]|[ShieldEnhancementBonus4]|null|[]|[]||0|False|False|False|False|ShieldLightKnightMagic_RT_4 (UnityEngine.Sprite)|20|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|7f5be55fc115e694f97ab2fafb2cffdd|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters||0|None|LightShieldShockPlus4|Rondache|LightShieldShockPlus4|False||Rondache|null|False|6290|[BlueprintItem: MetalShardItem]|True|1|True||Rondache|[]|LightShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|null|6
Shield|null|null|[BlueprintItemArmor: BucklerArmorItem]|78aef04821150bd479314bc974ea73e2|78aef04821150bd479314bc974ea73e2|True|1|1||[]|5|0|11||Targe||True|[]|[]|null|[]|[]||0|False|False|False|False|BucklerSimple_RT_4 (UnityEngine.Sprite)|0|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|cc094148611ee2040952b007940d7d18|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters||0|None|Buckler|Targe|Buckler|False||Targe|null|False|1|[BlueprintItem: MetalShardItem]|True|1|True||Targe|[Equipment]|BucklerType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|null|5
Shield|null|null|[BlueprintItemArmor: HeavyShieldArmorItem]|f4cef3ba1a15b0f4fa7fd66b602ff32b|f4cef3ba1a15b0f4fa7fd66b602ff32b|True|1|1||[]|20|0|11||Écu||True|[]|[]|null|[]|[]||0|False|False|False|False|ShieldHeavyArmy3 (UnityEngine.Sprite)|0|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|7a126271f91b82741aa0086463befd1b|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|ff8047f887565284e93773b4a698c393|0|None|HeavyShield|Écu|HeavyShield|False||Écu|null|False|5|[BlueprintItem: MetalShardItem]|True|1|True||Écu|[Equipment]|HeavyShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponHeavyShield]|15
Shield|null|null|[BlueprintItemArmor: LightShieldArmorItem]|a85d51d0fb905f940b951eec60388bac|a85d51d0fb905f940b951eec60388bac|True|1|1||[]|10|0|11||Rondache||True|[]|[]|null|[]|[]||0|False|False|False|False|ShieldLightBandits (UnityEngine.Sprite)|0|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|00fd9875aaabba74099c8a2f35532133|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|62c90581f9892e9468f0d8229c7321c4|0|None|LightShield|Rondache|LightShield|False||Rondache|null|False|2|[BlueprintItem: MetalShardItem]|True|1|True||Rondache|[Equipment]|LightShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponLightShield]|6
Shield|null|null|[BlueprintItemArmor: TowerShieldArmorItem]|6a1a429f023e5134fb16a4962cb79257|6a1a429f023e5134fb16a4962cb79257|True|1|1||[]|30|0|11||Pavois||True|[]|[TowerShieldAttackPenalty]|null|[]|[]||0|False|False|False|False|ShieldTowerArmy (UnityEngine.Sprite)|0|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|ace792b9dfff1ce4fa4a823aa58f2e91|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters||0|None|TowerShield|Pavois|TowerShield|False||Pavois|null|False|7|[BlueprintItem: MetalShardItem]|True|1|True||Pavois|[Equipment]|TowerShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|null|45
Shield|null|null|[BlueprintItemArmor: BucklerArmorItemPlus1]|5615afebd80c5de43b6def5fc4646e1c|5615afebd80c5de43b6def5fc4646e1c|True|1|1||[]|1155|4|11||Targe||True|[]|[ShieldEnhancementBonus1]|null|[]|[]||0|False|False|False|False|BucklerSimple_RT_4 (UnityEngine.Sprite)|5|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|e5c789f0b9bc97747af93d3700ee0f2c|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters||4|None|BucklerItemPlus1|Targe +1|BucklerItemPlus1|False||Targe|null|False|288|[BlueprintItem: MetalShardItem]|True|1|True||Targe|[Equipment_RE;Equipment_Trickster]|BucklerType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|null|5
Shield|null|null|[BlueprintItemArmor: HeavyShieldArmorItemPlus1]|5c7b898a1bfb6cb4f8c14a0ebc143abe|5c7b898a1bfb6cb4f8c14a0ebc143abe|True|1|1||[]|1170|4|11||Écu||True|[]|[ShieldEnhancementBonus1]|null|[]|[]||0|False|False|False|False|ShieldHeavyArmy1 (UnityEngine.Sprite)|5|ShieldEquip|ShieldPut|ShieldTake|False|False|False|Shield|[]|7e7f7395ffad3d843a8eb6aaafd47022|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|ff8047f887565284e93773b4a698c393|4|None|HeavyShieldItemPlus1|Écu +1|HeavyShieldItemPlus1|False||Écu|null|False|292|[BlueprintItem: MetalShardItem]|True|1|True||Écu|[Equipment_RE;Equipment_Trickster]|HeavyShieldType|True|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|[BlueprintItemWeapon: StandardWeaponHeavyShield]|15
