Internal_Category|Ability|ActivatableAbility|AlwaysPrimary|AssetGuid|AssetGuidThreadSafe|AttackBonusStat|AttackRange|AttackType|BaseDamage|CanChangeVisual|CasterLevel|Category|Charges|Comment|ComponentsArray|Cost|CountAsDouble|CR|CriticalModifier|CriticalRollEdge|Damage|DamageType|DC|DefaultNonIdentifiedDescription|DefaultNonIdentifiedName|Description|Destructible|Double|ElementsArray|Enchantments|EquipmentEntity|EquipmentEntityAlternatives|Errors|FighterGroup|FlavorText|ForcedRampColorPresetIndex|ForceStackable|GainAbility|HasErrors|HasNoDamage|HideAbilityInfo|Icon|IdentifyDC|InventoryEquipSound|InventoryPutSound|InventoryTakeSound|IsDamageDiceOverridden|IsJunk|IsLight|IsMagic|IsMasterwork|IsMelee|IsMonk|IsNatural|IsNonRemovable|IsNotable|IsOnlyMasterwork|IsRanged|IsTwoHanded|IsUnarmed|ItemType|KeepInPolymorph|m_AllElements|m_AlwaysPrimary|m_CanChangeVisual|m_DamageDice|m_DamageType|m_Enchantments|m_IsCanChangeVisualOverriden|m_OverrideDamageDice|m_OverrideDamageType|m_OverrideDestructible|m_OverrideShardItem|m_SecondWeapon|m_Size|m_Type|m_VisualParameters|m_Weight|MiscellaneousType|name|Name|NameForAcronym|NeedSkinningForCollect|NonIdentifiedDescription|NonIdentifiedName|PrototypeLink|RestoreChargesOnRest|SecondWeapon|SellPrice|ShardItem|ShowDestructibleField|Size|SpellLevel|SpendCharges|SubtypeDescription|SubtypeName|TrashLootTypes|Type|UseShardItem|UseWhileCanComponents|VisualParameters|Weight
Weapon|null|null|False|8c01e7fccbb829947bc5894f63fb389a|8c01e7fccbb829947bc5894f63fb389a|Strength|2 pieds.|Melee|1d4|True|1|Bite|1||[]|0|False|0|X2|20|1d4|Bludgeoning, Piercing, Slashing damage|11||Morsure||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|AcidMaw (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|True|[]|False|False|1d4|Slashing damage|[]|False|True|False|False|False||Medium|952e30e6cb40b454789a9db6e5f6dd09|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|AnimalFuryBite|Morsure|AnimalFuryBite|False||Morsure|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Morsure|[]|BiteType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|58ebe08a00e05ab4a9d1926fe5408454|58ebe08a00e05ab4a9d1926fe5408454|Strength|2 pieds.|Melee|1d6|True|1|Claw|1||[]|0|False|0|X2|20|1d6|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|dragon_claws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d6|Slashing damage|[]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BeastTotemClaw|Griffe|BeastTotemClaw|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|484ea613eeaf2624fbb1a456302730a4|484ea613eeaf2624fbb1a456302730a4|Strength|2 pieds.|Melee|1d8|True|1|Claw|1||[]|0|False|0|X3|20|1d8|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|dragon_claws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[]|False|True|False|False|False||Medium|9a1e014ac86afb0419428cf33752158e|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BeastTotemClawGreater|Griffe|BeastTotemClawGreater|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawTypeCritX3|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|41e58e3cb8c073f4d92a3d03ffb366c2|41e58e3cb8c073f4d92a3d03ffb366c2|Strength|2 pieds.|Melee|1d8|True|1|Gore|1||[]|75|False|0|X2|20|1d8|Piercing damage|11||Corne||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|WildShape (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[]|False|True|False|False|False||Medium|352b738b4ebfd554b909852e7f3b690a|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|FiendTotemLesserGoreWeapon|Corne|FiendTotemLesserGoreWeapon|False||Corne|null|False|null|18|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Corne|[]|GoreType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|94b72a33c4134918895cb052649d0eab|94b72a33c4134918895cb052649d0eab|Strength|2 pieds.|Melee|1d6|True|1|Claw|1||[]|75|True|0|X2|20|1d6|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|DLC5_ArchetypeBloodragerClawsOfTheHag (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d6|Slashing damage|[]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|HagRivenClaw1d6x3|Griffe|HagRivenClaw1d6x3|False||Griffe|null|False|null|18|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|4e695e809ebb48d09611412cc029fdc2|4e695e809ebb48d09611412cc029fdc2|Strength|2 pieds.|Melee|1d8|True|1|Claw|1||[]|75|True|0|X2|20|1d8|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|DLC5_ArchetypeBloodragerClawsOfTheHag (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|HagRivenClaw1d8x3|Griffe|HagRivenClaw1d8x3|False||Griffe|null|False|null|18|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|fd37ab623a209d74fbede6e3c49dd40f|fd37ab623a209d74fbede6e3c49dd40f|Strength|2 pieds.|Melee|1d6|True|1|Claw|1||[]|0|False|0|X2|20|1d6|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d6|Slashing damage|[]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerAbyssalClaw1d6|Griffe|BloodragerAbyssalClaw1d6|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|d2466f82bb82cdb468889a62b8dc9a5e|d2466f82bb82cdb468889a62b8dc9a5e|Strength|2 pieds.|Melee|1d6|True|1|Claw|1||[]|0|False|0|X2|20|1d6|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[MagicWeapon]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d6|Slashing damage|[631cb72d11015374987c161a2451a1cf]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerAbyssalClaw1d6Magic|Magie Griffe|BloodragerAbyssalClaw1d6Magic|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|c05f890a40b132c41bcf391f03a58376|c05f890a40b132c41bcf391f03a58376|Strength|2 pieds.|Melee|1d8|True|1|Claw|1||[]|0|False|0|X2|20|1d8|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[MagicWeapon]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[631cb72d11015374987c161a2451a1cf]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerAbyssalClaw1d8Magic|Magie Griffe|BloodragerAbyssalClaw1d8Magic|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|397253a330351ad4f8cf8036a713fa82|397253a330351ad4f8cf8036a713fa82|Strength|2 pieds.|Melee|1d8|True|1|Claw|1||[]|0|False|0|X2|20|1d8|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[MagicWeapon;Flaming]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|5|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[631cb72d11015374987c161a2451a1cf;30f90becaaac51f41bf56641966c4121]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerAbyssalClaw1d8MagicFlaming|Magie De feu Griffe|BloodragerAbyssalClaw1d8MagicFlaming|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|80cacb202e95c0946ab0fe03e3e5dd4d|80cacb202e95c0946ab0fe03e3e5dd4d|Strength|2 pieds.|Melee|1d6|True|1|Claw|1||[]|0|False|0|X2|20|1d6|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d6|Slashing damage|[]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerDraconicClaw1d6|Griffe|BloodragerDraconicClaw1d6|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|88bbb67777404b646950fc2445287726|88bbb67777404b646950fc2445287726|Strength|2 pieds.|Melee|1d6|True|1|Claw|1||[]|0|False|0|X2|20|1d6|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[MagicWeapon]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d6|Slashing damage|[631cb72d11015374987c161a2451a1cf]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerDraconicClaw1d6Magic|Magie Griffe|BloodragerDraconicClaw1d6Magic|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|d32d1be18b188b04fb551b14d5bc9d1f|d32d1be18b188b04fb551b14d5bc9d1f|Strength|2 pieds.|Melee|1d8|True|1|Claw|1||[]|0|False|0|X2|20|1d8|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[MagicWeapon]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[631cb72d11015374987c161a2451a1cf]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerDraconicClaw1d8Magic|Magie Griffe|BloodragerDraconicClaw1d8Magic|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|2e4ea327ad2330d40807b0d9c3492896|2e4ea327ad2330d40807b0d9c3492896|Strength|2 pieds.|Melee|1d8|True|1|Claw|1||[]|0|False|0|X2|20|1d8|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[MagicWeapon;Corrosive]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|5|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[631cb72d11015374987c161a2451a1cf;633b38ff1d11de64a91d490c683ab1c8]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerDraconicClaw1d8MagicAcid|Magie Corrosif Griffe|BloodragerDraconicClaw1d8MagicAcid|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|d454bd839a8489d4fad2f168fd7f64ae|d454bd839a8489d4fad2f168fd7f64ae|Strength|2 pieds.|Melee|1d8|True|1|Claw|1||[]|0|False|0|X2|20|1d8|Bludgeoning, Slashing damage|11||Griffe||True|False|[]|[MagicWeapon;Frost]|null|[]|[]|Natural||0|False|False|False|False|False|AbyssalClaws (UnityEngine.Sprite)|5|CommonPut|CommonPut|CommonTake|True|False|False|False|False|True|False|True|False|False|False|False|False|False|Weapon|False|[]|False|False|1d8|Slashing damage|[631cb72d11015374987c161a2451a1cf;421e54078b7719d40915ce0672511d0b]|False|True|False|False|False||Medium|d4f7aee36efe0b54e810c9d3407b6ab3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BloodragerDraconicClaw1d8MagicCold|Magie De froid Griffe|BloodragerDraconicClaw1d8MagicCold|False||Griffe|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Griffe|[]|ClawType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
