0bc09adac665a7647b39ca76b897ddd5 | 2DCagainstNecroticPlus2Enchant | Armor | Cost: 0 | Pure: False
e6f396c2cdcbe7344bc2e43d4c55c9ee | AmuletOfFourElementsEnchantment | Armor | Cost: 0 | Pure: False
de1d3eee66d7cff478b55384dcbd735d | AmuletofInitiativeEnchantment | Armor | Cost: 0 | Pure: False
d28afa632e59ec744801bef600c137ca | AmuletOfInnerVirtueEnchant | Armor | Cost: 0 | Pure: False
c85eeb918a05ed644903b75e26558fc7 | AmuletofPersuasionEnchant | Armor | Cost: 0 | Pure: False
5df93a1f35c64a9439089b91faae1d15 | AmuletOfSpellsEnchant | Armor | Cost: 0 | Pure: False
c7090597a05e40409426d2779f6f3c4b | AnimalisticPerseveranceEnchantment | Armor | Cost: 0 | Pure: False
90c5b1c7c443cec44af9f7bac0fc4db8 | ApprenticeRobeEnchantment | Armor | Cost: 0 | Pure: False
32c3e168f4b053f4c88c8ae71b22e242 | ArbitersRobeEnchant | Armor | Cost: 0 | Pure: False
53fba8eec3abd214b98a57b12d7ad0a7 | ArcaneArmorBalancedEnchant | Armor | Cost: 0 | Pure: False
4ffa3c3d5f6cdfb4eaf15f11d8e55bd1 | ArcaneArmorInvulnerabilityEnchant | Armor | Cost: 0 | Pure: False
4e916cbeced676f4e83e02ac65dc562c | ArcaneArmorShadowEnchant | Armor | Cost: 0 | Pure: False
dd8f2032f05d72740961fc95201a5b15 | ArcaneArmorShadowGreaterEnchant | Armor | Cost: 0 | Pure: False
a33fc857e685461e8b34729598817c20 | ArdentGuardEnchantment | Armor | Cost: 0 | Pure: False
dad67af5200dd28428c178495df33937 | ArmorBandedMailArmyEnchantment | Armor | Cost: 0 | Pure: False
6e87e3b4629664443a8614a8f02f02d4 | ArmorChainshirtEvilEnchantment | Armor | Cost: 0 | Pure: False
a9ea95c5e02f9b7468447bc1010fe152 | ArmorEnhancementBonus1 | Armor | Cost: 0 | Pure: False
758b77a97640fd747abf149f5bf538d0 | ArmorEnhancementBonus2 | Armor | Cost: 2 | Pure: True
9448d3026111d6d49b31fc85e7f3745a | ArmorEnhancementBonus3 | Armor | Cost: 3 | Pure: True
eaeb89df5be2b784c96181552414ae5a | ArmorEnhancementBonus4 | Armor | Cost: 4 | Pure: True
6628f9d77fd07b54c911cd8930c0d531 | ArmorEnhancementBonus5 | Armor | Cost: 5 | Pure: True
de15272d1f4eb7244aa3af47dbb754ef | ArmorEnhancementBonus6 | Armor | Cost: 0 | Pure: False
d18d9f4e2caf4a79ba597036b5e21aca | ArmorEnhancementRusty | Armor | Cost: 0 | Pure: False
41f845800dde4b04e98d21340e265fb4 | ArmorOfDispersionEnchantment | Armor | Cost: 0 | Pure: False
c150bcd4036abc3429b2f66b99aa0d8e | ArmorOfVigilanceEnchantment | Armor | Cost: 0 | Pure: False
0125c8222c75e03488881d05d646bc5b | ArmorOfVigilantSproutsEnchantment | Armor | Cost: 0 | Pure: False
945f6ff5a49343246a02015142b9004a | ArmorOfWealthEnchant | Armor | Cost: 0 | Pure: False
2940acde07f54421b8bd137dc7b2a6fa | ArrowCatcherEnchantment | Armor | Cost: 0 | Pure: False
faf86f0f02b30884c860b675a0df8e2e | ArrowDeflectionEnchantment | Armor | Cost: 0 | Pure: False
700b46713b3ff484c80b0df5f4674377 | Artifact_TigerArmorEnchantment | Armor | Cost: 0 | Pure: False
c85f21bc700e11b45bb117d3fce33491 | AssassinsChainshirtEnchant | Armor | Cost: 0 | Pure: False
4f0700bdbf8c4c99a4bb491377caf5ca | AssertionOfDominanceArmorEnchantment | Armor | Cost: 0 | Pure: False
b6dff2f7ec3e4a4bbc5090d27752b465 | AsziteArmorEnchantment | Armor | Cost: 0 | Pure: False
def6e6e78b2bf0842b2fb075704c2739 | AugmentedPlateEnchant | Armor | Cost: 0 | Pure: False
b94b8fa6ba2e41589319b9f7fd0460d0 | BaphometFireCloth_AnimalisticFireEnchantment | Armor | Cost: 0 | Pure: False
4cad65a642af4533a7b8215a422dd3e7 | BaphometFireCloth_BurningCunningEnchantment | Armor | Cost: 0 | Pure: False
87182ae16e2f76143bc19d1aa8611575 | BardingOfCeaselessServiceEnchantment | Armor | Cost: 0 | Pure: False
ad59e2b1c14e4159805e642fe0fa2006 | BardingOfLifeEnchantment | Armor | Cost: 0 | Pure: False
866be7ba056a4f4e8fdacff8802d5463 | BardingOfSteadynessEnchantment | Armor | Cost: 0 | Pure: False
b59cbb4f8d394dd38a4178311085edae | BardingOfVengeanceEnchantment | Armor | Cost: 0 | Pure: False
c264218d26f2191439522d689c1ce3cf | BeaconOfCarnageEnchantment | Armor | Cost: 0 | Pure: False
2af7cc6019320b84292166c0228a0dbe | BlackenedRagsEnchantment | Armor | Cost: 0 | Pure: False
0f357c5ecbe0a4744b8f7d2dd32f933a | BladedPlateEnchant | Armor | Cost: 0 | Pure: False
46bc0f2392ef2a040af9d27f325626d3 | BlessedHandsGlovesEnchant | Armor | Cost: 0 | Pure: False
eaef218b1ca70e641a67f95b0ff0d706 | BlessedWayEnchant | Armor | Cost: 0 | Pure: False
22cef8e691a75674d8bc33ea986ea4fa | BombAttack2 | Armor | Cost: 0 | Pure: False
c8e624c4f92a89643933c173fc0938a0 | BonemailEnchant | Armor | Cost: 0 | Pure: False
bf5a1d482e8e4bc9a59050e2962952ff | BreastplateEnhancementRusty | Armor | Cost: 0 | Pure: False
1cbd3e4d3c5f45069d2c0acc064dea94 | BreastplateOfTirelessWarriorEnchantment | Armor | Cost: 0 | Pure: False
a463a65fc8268c4448cd141b1ded70c6 | BruisersChainshirtEnchantment | Armor | Cost: 0 | Pure: False
17b9a27ee87e8684c9af326e1accbe42 | CalmingWardenEnchantment | Armor | Cost: 0 | Pure: False
aa89c60f872de254c98cc87b6342132d | CaveExplorersArmorEnchantment | Armor | Cost: 0 | Pure: False
5ca7e021b4d379846b1eee042a3c7c55 | CelestialArmorEnchantment | Armor | Cost: 0 | Pure: False
81d820d2e826eca498739a67c80665c0 | ChainmailOfComraderyEnchantment | Armor | Cost: 0 | Pure: False
560618dc2911327489a2e1b8aaa68bec | ChainmailOfSpitefulBarbsEnchantment | Armor | Cost: 0 | Pure: False
31cac1cb3a674ca18bd84ce0235ab0df | ChainshirtOfBrightPerformanceEnchantment | Armor | Cost: 0 | Pure: False
e4175b85611d7014b9fc8e6acdc781ee | ChainshirtOfLifeVimEnchantment | Armor | Cost: 0 | Pure: False
76fdd85e187b2154c93907ff310348e0 | CheatSheetGlovesEnchant | Armor | Cost: 0 | Pure: False
3a775ab2a0df6994eb3743e599b16f44 | ClothOfBlazingFighterEnchantment | Armor | Cost: 0 | Pure: False
c872314ecfab32949ad2e0eebd834919 | ColdResistance10Enchant | Armor | Cost: 0 | Pure: False
581c22e55f03e4e4f9f9ea619d89af5f | ColdResistance15Enchant | Armor | Cost: 0 | Pure: False
510d87d2a949587469882061ee186522 | ColdResistance20Enchant | Armor | Cost: 0 | Pure: False
7ef70c319ca74fe4cb5eddea792bb353 | ColdResistance30Enchant | Armor | Cost: 0 | Pure: False
8de0fb5ff97d426b8eb82215c895e9a8 | ColorlessRemainsBreastplate_MadnessEnchantment | Armor | Cost: 0 | Pure: False
87345c9a8b004ac29a23d56523f2fdce | ColorlessRemainsBreastplate_SolidEnchantment | Armor | Cost: 0 | Pure: False
f5469ce203c55ab48b05abbc8a21e475 | ConnectiontoEarthBoostEnchantment | Armor | Cost: 0 | Pure: False
c482520d00b7e334aacc463f37b08626 | CryptRaidersArmorEnchantment | Armor | Cost: 0 | Pure: False
69c69daf94e34daebffe70614fe28670 | CrystalMaidenEnchantment | Armor | Cost: 0 | Pure: False
62a6f27e8086f4e4c983e8c55002e811 | CursedDelameresArmorEnchantment | Armor | Cost: 0 | Pure: False
ac5ecc3e9ea3cc24b90e641d3684c067 | DamageResistance2Enchant | Armor | Cost: 0 | Pure: False
500d0eaa4ab890442b0b10e21baa7452 | DamageResistance2MeleeEnchant | Armor | Cost: 0 | Pure: False
2882032b6948a1a44aa291e1203e5135 | DarkAcolytesRobeConcentrationEnchant | Armor | Cost: 0 | Pure: False
15841b0ab6dd21641aea19c301ae3275 | DarkAcolytesRobeKnowledgeEnchant | Armor | Cost: 0 | Pure: False
4d69aaff9f2137a48ba6c88f947ff47a | DarkMastersRobeConcentrationEnchant | Armor | Cost: 0 | Pure: False
a63d5d82a57c54842b9de22c7f23adf8 | DarkMastersRobeKnowledgeEnchant | Armor | Cost: 0 | Pure: False
59753ef3714a10c4d863ab8a0062c646 | DawnOfLifeEnchantment | Armor | Cost: 0 | Pure: False
dcfc21064c91497aa58801d5b3f45733 | DeadlyRaysEnchantment | Armor | Cost: 0 | Pure: False
272f416b49031c44dbff953aef32428d | DelameresArmorEnchantment | Armor | Cost: 0 | Pure: False
7d5426d87cf15504e95da90df8409ae2 | DemonicAltarAgilityClothEnchantment | Armor | Cost: 0 | Pure: False
21b3d8805b4ce814b8d4124c1921e9e1 | DemonicAltarAgilityPaddedEnchantment | Armor | Cost: 0 | Pure: False
fe30acc7dec1c02408d73b436dde6ba2 | DemonicAltarMasochisticClothEnchantment | Armor | Cost: 0 | Pure: False
d2879a41adb56bc458c24728f073d89a | DemonicAltarMasochisticPaddedEnchantment | Armor | Cost: 0 | Pure: False
9ea1aa3cd192dff4992fd10e9f10e5ec | DemonicAltarTrypophobiaClothEnchantment | Armor | Cost: 0 | Pure: False
02900b02ff666744599edb496a28f19b | DemonicAltarTrypophobiaPaddedEnchantment | Armor | Cost: 0 | Pure: False
b2fc25f53129c2548b5e4048497bb43d | DervishCloakEnchant | Armor | Cost: 0 | Pure: False
c58ca74a08ec4b23a50ca19c72404960 | DesertMirageEnchantment | Armor | Cost: 0 | Pure: False
c2d44882eedc3b64fab5179ebf8d4350 | DiplomacyPenalty3 | Armor | Cost: 0 | Pure: False
d132a21801be48f683893fc82f3e4c2a | DLC1ZachariusFallenWandEnchantment | Armor | Cost: 0 | Pure: False
338dbdb19b584050a99e82d705fd8a66 | DLC3_BracersOfBraveryEnchantment | Armor | Cost: 0 | Pure: False
f8494f446b324cfcb5d8a4be3b859f2d | DLC3_DemonhideLeatherArmorEnchantment | Armor | Cost: 0 | Pure: False
2491c3d7e94f4873bc67e465b0e588d2 | DLC3_GuardianHeavyShieldEnchantment | Armor | Cost: 0 | Pure: False
d4f5fbfb6ea5460f945146c216681090 | DLC3_StandhardArmorEnchantment | Armor | Cost: 0 | Pure: False
45422740774e4e8da7903b7663493b09 | DLC5_AbsoluteDarknessEnchantment | Armor | Cost: 0 | Pure: False
b48742d5295541cfaaed02921c7b4cbc | DLC5_SunlessShieldEnchantment | Armor | Cost: 0 | Pure: False
afcdd71ddf0f090448fefbae0fe12b32 | DragonfallEnchantment | Armor | Cost: 0 | Pure: False
e92b599a1fb80574381e515d69f34473 | EarthenEmbraceEnchantment | Armor | Cost: 0 | Pure: False
1e4dcaf8ffa56c24788e392dae886166 | ElectricityResistance10Enchant | Armor | Cost: 0 | Pure: False
2ed92b92b5381ef488282eb506170322 | ElectricityResistance15Enchant | Armor | Cost: 0 | Pure: False
fcfd9515adbd07a43b490280c06203f9 | ElectricityResistance20Enchant | Armor | Cost: 0 | Pure: False
26b91513989a653458986fabce24ba95 | ElectricityResistance30Enchant | Armor | Cost: 0 | Pure: False
21446ce46c9457a47a82b04fff62bf8f | EnchantDodge1 | Armor | Cost: 0 | Pure: False
764b797d02a04994691b8cde3a2fb1e5 | EnchantDodge2 | Armor | Cost: 0 | Pure: False
0e7e6b13f915fa34784db1e4807e0281 | EnchantDodge3 | Armor | Cost: 0 | Pure: False
bc67a01b94164ea4a843028edfcbab01 | EnergyResistance10n10Enchant | Armor | Cost: 0 | Pure: False
970ac0f1f848a77478b576e59b226133 | EnforcersRobeEnchant | Armor | Cost: 0 | Pure: False
97db33d60e174b29a255f01cae96a76d | EverlastingLightEnchantment | Armor | Cost: 0 | Pure: False
f7b516bcd74e47ee8332e89ecb6d6dee | ExaltedLeadersChainshirtEnchantment | Armor | Cost: 0 | Pure: False
308ab163222e27b41ae0ef5b355fef03 | ExquisiteChainBardingEnchantment | Armor | Cost: 0 | Pure: False
47f45701cc9545049b3745ef949d7446 | FireResistance10Enchant | Armor | Cost: 0 | Pure: False
85c2f44721922e4409130791f913d4b4 | FireResistance15Enchant | Armor | Cost: 0 | Pure: False
e7af6912cc308df4e9ee63c8824f2738 | FireResistance20Enchant | Armor | Cost: 0 | Pure: False
0e98403449de8ce4c846361c6df30d1f | FireResistance30Enchant | Armor | Cost: 0 | Pure: False
273ec10cc8d5b334ab67f38571387639 | FlowingHalfplateEnchantment | Armor | Cost: 0 | Pure: False
2881e79b0ca86c844972f0d5f6baf33e | FlowingScalesEnchantment | Armor | Cost: 0 | Pure: False
dc5668fb29d64064facf173c30d8f6b7 | ForewarningShieldEnchant | Armor | Cost: 0 | Pure: False
f1b7755d156fdb84188284f03ade01b9 | ForMounted_HalfplateOfSynergyEnchantment | Armor | Cost: 0 | Pure: False
1e69e9029c627914eb06608dad707b36 | Fortification25Enchant | Armor | Cost: 0 | Pure: False
62ec0b22425fb424c82fd52d7f4c02a5 | Fortification50Enchant | Armor | Cost: 0 | Pure: False
9b1538c732e06544bbd955fee570a2be | Fortification75Enchant | Armor | Cost: 0 | Pure: False
bc499b0e00e6e0e4bb87626cd60796c7 | FrozenScalesEnchantment | Armor | Cost: 0 | Pure: False
765e30da692d4cd5bdcce03fceef8396 | FullplateOfMindFocusEnchantment | Armor | Cost: 0 | Pure: False
36e5f0363039c924381fd2e6c82a37e7 | FullplateOfRetributionEnchantment | Armor | Cost: 0 | Pure: False
f4510606925623e44b0a81059e00ada8 | FullplateOfSpellNullifyEnchantment | Armor | Cost: 0 | Pure: False
d273924897ed4e298661e66170916073 | FullplateOfUstalavianOfficerEnchantment | Armor | Cost: 0 | Pure: False
e3017d807ffd5c3449dba82735b0ef56 | GamekeepersArmorEnchantLongbow | Armor | Cost: 0 | Pure: False
851236ca1e0d4d0488af7d5e1ea79448 | GamekeepersArmorEnchantShortbow | Armor | Cost: 0 | Pure: False
d884882b038db4741a12b006e9de3e8b | GentlePersuasionEnchant | Armor | Cost: 0 | Pure: False
94c4d5960bd926e4289b64b68ca2c36f | GhostLeatherEnchant | Armor | Cost: 0 | Pure: False
0d751077042036e48bd605ea773910cd | GleamingBandedArmorEnchantment | Armor | Cost: 0 | Pure: False
3473b64a17c446b9ad6dba6725794b5a | GorgeousGlowingGarnetGarmentEnhchantment | Armor | Cost: 0 | Pure: False
6b090a291c473984baa5b5bb07a1e300 | GreaterShadow | Armor | Cost: 0 | Pure: False
67a8de871e7b4ecb89beb8ee3b23939d | GrenadiersHalfPlateEnchantment | Armor | Cost: 0 | Pure: False
d8512ec8ea1129a478a113e569424bc7 | GrimArmorEnchant | Armor | Cost: 0 | Pure: False
ac5f51331ed351446885facf787bc41d | GrimBarrierShieldWeaponEnchant | Armor | Cost: 0 | Pure: False
a7efe327fc3347e594ff20bbdf199388 | HagsDemiseEnchantment | Armor | Cost: 0 | Pure: False
d65afa0a7dcd9f441bdbd86e95115be4 | HalfElfFemaleLeatherworkerMasterpieceEnchant | Armor | Cost: 0 | Pure: False
e47a19217a584dc18c95afe3cd789f92 | HalfplateEnhancementRusty | Armor | Cost: 0 | Pure: False
289babc4348df7147953f72ab8b1be87 | HalfplateOfHatredEnchantment | Armor | Cost: 0 | Pure: False
2b5234450dfbd7e4a844820674a20f39 | HalfplateOfVigorEnchantment | Armor | Cost: 0 | Pure: False
9d4364a82b6c47fca8fc55822f9fe43b | HaramakiOfDivineGuidanceEnchantment | Armor | Cost: 0 | Pure: False
ff3ccb3bef8c4a5791885dd0b4aac5fc | HaramakiOfScholarshipEnchantment | Armor | Cost: 0 | Pure: False
5ac29d0c108dace48a0413be9e1ae76f | HealerEnchant | Armor | Cost: 0 | Pure: False
e24d1189e6c8fb64caaf7b8d4151dad7 | HeavenlyVestEnchant | Armor | Cost: 0 | Pure: False
5fbb3964ceb9492da80806de8205a491 | HeavyShieldEnhancementRusty | Armor | Cost: 0 | Pure: False
b634a816194535f468b2e3b1f1d6cad4 | HerbalistCapeEcnhant | Armor | Cost: 0 | Pure: False
6a505c9b068656f4581c281dddbd6a5a | HideArmorofAlertnessEnchantment | Armor | Cost: 0 | Pure: False
78fee91390a74317bcde8ce932db8513 | HideStandardEnhancementRusty | Armor | Cost: 0 | Pure: False
15047de301294ed4db1abf8534af6398 | HodagHideEnchant | Armor | Cost: 0 | Pure: False
710c2a979241a5a4d846b3d6232190fb | HundredPocktesEnchant | Armor | Cost: 0 | Pure: False
08e07a3e7b834418b476fdf057bce0a9 | ImpendingEclipseEnchantment | Armor | Cost: 0 | Pure: False
a1ad4af019700ba489b372921b3f60fc | Intimidate5 | Armor | Cost: 0 | Pure: False
f45fb8d7f8acc0e4ba8380ac66707597 | JestersVestEnchant | Armor | Cost: 0 | Pure: False
b408f973e4a04a5ba8dda7fd045f1a6f | JoCat_ShirtEnchantment | Armor | Cost: 0 | Pure: False
35c2191e8fb0e1749b79fdb5a4b5e5ed | KingsHeartEnchant | Armor | Cost: 0 | Pure: False
5bc26eacb8acd6840b0c5818d8bebc8c | KnightsEmblemEmeraldChainmailEnchantment | Armor | Cost: 0 | Pure: False
024746258f526d649850fba4677f3824 | KnightsEmblemSunsetChainmailEnchantment | Armor | Cost: 0 | Pure: False
6d780a408ab56c345bda62fe5f60657f | LeatherArmorOfUsefulPocketsEnchantment | Armor | Cost: 0 | Pure: False
99684aba03bdc034b8de5a5afa2ca44e | LeatherMantleOfNightEnchantment | Armor | Cost: 0 | Pure: False
b504bf32abc44e1ba2e095a83296db33 | LeatherMantleOfNightEnchantmentNew | Armor | Cost: 0 | Pure: False
ee8c8ec986eb42f6aad896370b30bdd4 | LeatherStandardEnhancementRusty | Armor | Cost: 0 | Pure: False
7a1861a6cf6291c4fa3d2fbaa25f3ca9 | LeviathanSkinRobeMaximizeSpellEnchant | Armor | Cost: 0 | Pure: False
a8411bbd68294e540972a2030943776f | LightenedHarnessEnchantment | Armor | Cost: 0 | Pure: False
ee0909bbf49d4736b21aa06d8e31161d | LightShieldEnhancementRusty | Armor | Cost: 0 | Pure: False
d5fe1c47e0def5547a805fbf640a8682 | LinnormHideEnchant | Armor | Cost: 0 | Pure: False
55998d5a87df43ef9ef85601b0501eef | LivingFortressEnchantment | Armor | Cost: 0 | Pure: False
32ada6d4c9592f840a99ec72354cb006 | LivingRamEnchantment | Armor | Cost: 0 | Pure: False
a5cf021e733b4cb4a85b918070f9b1cd | LoneWolfsScalemailEnchantment | Armor | Cost: 0 | Pure: False
590c35b95cbe40f6bf7b8aafc7925235 | LoremastersRobeEnchantment | Armor | Cost: 0 | Pure: False
25d545bfadedaf7458549233e6d0d6dd | MaximumDexterityEnchant | Armor | Cost: 0 | Pure: False
7b95a819181574a4799d93939aa99aff | MithralArmorEnchant | Armor | Cost: 0 | Pure: False
d89a972aff5ea224db0ac73cd04422cf | MovementSpeedPenalty | Armor | Cost: 0 | Pure: False
d4835b81a3c51cf48bb29704d18b4cf8 | MuscleWarmerEnchantment | Armor | Cost: 0 | Pure: False
d89ed2270e275704daba832a38e90b66 | MysticGraceEnchantment | Armor | Cost: 0 | Pure: False
3d832dc727c722d49bd02f9f04d0c872 | NegativeEnergyImmunty15PerEnchantment | Armor | Cost: 0 | Pure: False
34504fb2cecda144aaff34929ba10202 | NegativeEnergyResistance10Enchant | Armor | Cost: 0 | Pure: False
1bd448c554f14fc44878bbc983605710 | NegativeEnergyResistance20Enchant | Armor | Cost: 0 | Pure: False
27e95849860301b4ab257f72df627149 | NegativeEnergyResistance30Enchant | Armor | Cost: 0 | Pure: False
2ea8f13a23e63e84aa64b56eaf8ed667 | OakLeathersEnchantment | Armor | Cost: 0 | Pure: False
a83662660e269004d80e1c290ea9d20c | OpportunistsBootsEnchant | Armor | Cost: 0 | Pure: False
7b51fede362a42488ac44856b5c7cda4 | OverlordsChainmailEnchantment | Armor | Cost: 0 | Pure: False
03b2c96e927493848b86ef34725a96e3 | PaddedArmorOfFocusEnchantment | Armor | Cost: 0 | Pure: False
80a5a7530b5251d4ea76969fd7c53896 | PaddedArmorOfRefinedManeuverEnchantment | Armor | Cost: 0 | Pure: False
35eefb9c545a44689d0b5f2fb4f7cb48 | PanthersGraceEnchantment | Armor | Cost: 0 | Pure: False
cb3d46a1542244e45a259de7fb253899 | PerfectDefenseEnchantment | Armor | Cost: 0 | Pure: False
e3f6fffb0b9301542984a37ecf428c9e | PerfectStormEnchant | Armor | Cost: 0 | Pure: False
c2a8d6d6c501bc7459f2b593e2bff4a7 | PerfectStormEnchantment | Armor | Cost: 0 | Pure: False
a2ae3618d6cfbcd409fe98ca47da50b1 | PilgrimClothEnchantment | Armor | Cost: 0 | Pure: False
0125daa113b15d64b85c380b66d561b8 | PlagueDeathBandedEnchantment | Armor | Cost: 0 | Pure: False
22159422e1a9ea04aad3594fcc9545b5 | PlaguePersistenceBandedEnchantment | Armor | Cost: 0 | Pure: False
80453601b93f0ef43b215087a484d517 | PositiveEnergyResistance30Enchant | Armor | Cost: 0 | Pure: False
ceb4018b4013d79498cf0ee79f0d8766 | PromiseOfGreatnessEnchantment | Armor | Cost: 0 | Pure: False
52a22c5fe91a70649827ccc883effa99 | ProtectorOfUnjustArmorEnchant | Armor | Cost: 0 | Pure: False
0c99f15e15004fe4893f5e5504bb9e8f | ProtectorsRobeEnchant | Armor | Cost: 0 | Pure: False
507cb6dcab0e450c87ec3d23388cedca | PurgingChainsEnchantment | Armor | Cost: 0 | Pure: False
81ca3e26b5159d64fac44e6e39066eea | RealmProtectorEnchantment | Armor | Cost: 0 | Pure: False
3bf98db1037c4814d8ed13be87598885 | RingOfBigBoomEnchantment | Armor | Cost: 0 | Pure: False
34a8b36ad42e01744bc12feaf1f8ed5e | RingofConstitutionEnchantment | Armor | Cost: 0 | Pure: False
73a1f8d196f761047be5fb69d318001d | RingOfEternalSkyEnchant | Armor | Cost: 0 | Pure: False
d48adf05d07aec343a14530c9f11029a | RingofForceShieldEnchantment | Armor | Cost: 0 | Pure: False
6bc3c09191119ed4e9282dec50473ada | RingofMagicDevicesEnchantment | Armor | Cost: 0 | Pure: False
483e0a0f552967b409d25f995d9dcf7f | RobeElementalImbuementEnchantment | Armor | Cost: 0 | Pure: False
8e7f512654a46d949a1eee77249bd75d | RobeOfAirEnchant | Armor | Cost: 0 | Pure: False
166d685533254944aad18c0ea2ca0105 | RobeOfAngelicPrudenceEnchantment | Armor | Cost: 0 | Pure: False
cff0491e9570d5943ba48e8c872f40e4 | RobeOfArcaneAnnihilationEnchant | Armor | Cost: 0 | Pure: False
35410418b0123574a8bc2f71ad1f6788 | RobeOfDeterminationEnchant | Armor | Cost: 0 | Pure: False
e935d98654111734990316016bc0a615 | RobeOfDeterminationEnchantment | Armor | Cost: 0 | Pure: False
87b96ae9ecf792741b409e85bebe30a7 | RobeOfEarthEnchant | Armor | Cost: 0 | Pure: False
730551be270bbf041b94bf5917b334dc | RobeOfEyesEnchant | Armor | Cost: 0 | Pure: False
26dbbd72d08a9874e967b23fe73a210d | RobeOfFalseDeathEnchantment | Armor | Cost: 0 | Pure: False
dcf93e8d4b970ee408b410f2b01ad13f | RobeOfFireEnchant | Armor | Cost: 0 | Pure: False
71ceb4ca8e9d4a74c8c11b0de623a6de | RobeOfMaliceEnchant | Armor | Cost: 0 | Pure: False
257285a391c66eb468f437a357b9241e | RobeOfMaliceEnchantment | Armor | Cost: 0 | Pure: False
dce5be8495d271349b8ca796d4fd8996 | RobeOfMentalProtectionEnchant | Armor | Cost: 0 | Pure: False
abb6b6429ec24d77ab3e03f6c08b8274 | RobeOfMephistophelesEnchantment | Armor | Cost: 0 | Pure: False
afb30cf7695c2f442910934023b9ab26 | RobeOfOrderEnchantment | Armor | Cost: 0 | Pure: False
0e2c10a800e98cd4990f34ec8a33b0a2 | RobeOfTheArchmagiEnchantment | Armor | Cost: 0 | Pure: False
72c2f73bdba34cf4c8f8d3d2cf046c09 | RobeOfTheWiseEnchant | Armor | Cost: 0 | Pure: False
8088a3ad51bf3a44ea142b81b3a04b8b | RobeOfTrampleEnchantment | Armor | Cost: 0 | Pure: False
f1d48244362d7aa4386d5437d9135f2a | RobeOfVirtueEnchantment | Armor | Cost: 0 | Pure: False
54d0633c038e96b4a9d5422e0801dfb5 | RobeOfWaterEnchant | Armor | Cost: 0 | Pure: False
ee493d50ee2806f45a1def3677884702 | RobeOnTheBrinkOfDeathEnchantment | Armor | Cost: 0 | Pure: False
3662fc0d571f52c49bed6d7c5ca73ad8 | RobeSourceOfDividingPowerEnchantment | Armor | Cost: 0 | Pure: False
ba494af84ab86e045bfa414fffc9cce3 | RockOfNatureEnchantment | Armor | Cost: 0 | Pure: False
b3a0e042daee19242bcde2a1665d2643 | RoguesCompanionEnchant | Armor | Cost: 0 | Pure: False
c2f05e748ae16e944a36d884f57c2ff7 | RoyalGuardsBardingEnchantment | Armor | Cost: 0 | Pure: False
720ef6f8cfebb224398b6a6259be6a99 | RoyalMessengersChainshirtEnchantment | Armor | Cost: 0 | Pure: False
ca3c12e1f2a9e6441a6cb4c32f741b46 | SageArmorEnchant | Armor | Cost: 0 | Pure: False
9dfd4cd1208d7de4b8671cef95fd0f1b | SarenraeObliteratingLightScalemailEnchantment | Armor | Cost: 0 | Pure: False
db5dad42644baf149b12f418ed78b193 | SavingThrowAgainsBlindnessEnchant | Armor | Cost: 0 | Pure: False
a7821afa6d4239244b243c7bd5ea3b50 | SeasonedAssassinsEnchantment | Armor | Cost: 0 | Pure: False
49a9c68feb14a9a4aa07dc716ad68315 | SecondSkinEnchantment | Armor | Cost: 0 | Pure: False
