Category|Ability|ActivatableAbility|AlwaysPrimary|AssetGuid|AssetGuidThreadSafe|AttackBonusStat|AttackRange|AttackType|BaseDamage|CanChangeVisual|CasterLevel|Category|Charges|Comment|ComponentsArray|Cost|CountAsDouble|CR|CriticalModifier|CriticalRollEdge|Damage|DamageType|DC|DefaultNonIdentifiedDescription|DefaultNonIdentifiedName|Description|Destructible|Double|ElementsArray|Enchantments|EquipmentEntity|EquipmentEntityAlternatives|Errors|FighterGroup|FlavorText|ForcedRampColorPresetIndex|ForceStackable|GainAbility|HasErrors|HasNoDamage|HideAbilityInfo|Icon|IdentifyDC|InventoryEquipSound|InventoryPutSound|InventoryTakeSound|IsDamageDiceOverridden|IsJunk|IsLight|IsMagic|IsMasterwork|IsMelee|IsMonk|IsNatural|IsNonRemovable|IsNotable|IsOnlyMasterwork|IsRanged|IsTwoHanded|IsUnarmed|ItemType|KeepInPolymorph|m_AllElements|m_AlwaysPrimary|m_CanChangeVisual|m_DamageDice|m_DamageType|m_Enchantments|m_IsCanChangeVisualOverriden|m_OverrideDamageDice|m_OverrideDamageType|m_OverrideDestructible|m_OverrideShardItem|m_SecondWeapon|m_Size|m_Type|m_VisualParameters|m_Weight|MiscellaneousType|name|Name|NameForAcronym|NeedSkinningForCollect|NonIdentifiedDescription|NonIdentifiedName|PrototypeLink|RestoreChargesOnRest|SecondWeapon|SellPrice|ShardItem|ShowDestructibleField|Size|SpellLevel|SpendCharges|SubtypeDescription|SubtypeName|TrashLootTypes|Type|UseShardItem|UseWhileCanComponents|VisualParameters|Weight
Weapon|null|null|False|4697667a33a6774489e5265a955675a5|4697667a33a6774489e5265a955675a5|Strength|2 pieds.|Melee|1d8|True|1|DuelingSword|1||[]|20|False|0|X2|19|1d8|Slashing damage|11||Épée de duel||True|False|[]|[]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|SwordDuelingAldoriMasterwork (UnityEngine.Sprite)|0|SwordEquip|SwordPut|SwordTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|a6f7e3dc443ff114ba68b4648fd33e9f|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDuelingSword|Épée de duel|StandardDuelingSword|False||Épée de duel|null|False|null|5|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Épée de duel|[Equipment]|DuelingSword|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|3
Weapon|null|null|False|30711e40771796340ac67172abfd3279|30711e40771796340ac67172abfd3279|Strength|2 pieds.|Melee|1d10|True|1|DwarvenWaraxe|1||[]|32|False|0|X3|20|1d10|Slashing damage|11||Hache de guerre naine||True|False|[]|[]|null|[]|[]|Axes||0|False|False|False|False|False|WaraxeArmyDwarvenNormal_LT_4 (UnityEngine.Sprite)|0|SwordEquip|AxePut|AxeTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|a6925f5f897801449a648d865637e5a0|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDwarvenWaraxe|Hache de guerre naine|StandardDwarvenWaraxe|False||Hache de guerre naine|null|False|null|8|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Hache de guerre naine|[Equipment]|DwarvenWaraxe|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|8
Weapon|null|null|False|4c863a47d69b63647b3b16bbb01d5ba8|4c863a47d69b63647b3b16bbb01d5ba8|Strength|2 pieds.|Melee|2d4|True|1|Estoc|1||[]|52|False|0|X2|18|2d4|Piercing damage|11||Estoc||True|False|[]|[]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|EstocElven (UnityEngine.Sprite)|0|SwordEquip|SwordPut|SwordTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|d516765b3c2904e4a939749526a52a9a|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardEstoc|Estoc|StandardEstoc|False||Estoc|null|False|null|13|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Estoc|[Equipment]|Estoc|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
Weapon|null|null|False|ee28827188e12a64ba75222b37ac8092|ee28827188e12a64ba75222b37ac8092|Strength|2 pieds.|Melee|1d8|True|1|Falcata|1||[]|20|False|0|X3|19|1d8|Slashing damage|11||Falcata||True|False|[]|[]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|FalcataBandits (UnityEngine.Sprite)|0|SwordEquip|SwordPut|SwordTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|1af5621e2ae551e42bd1dd6744d98639|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardFalcata|Falcata|StandardFalcata|False||Falcata|null|False|null|5|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Falcata|[Equipment]|Falcata|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
Weapon|null|null|False|b47455bac4f039747ad5e4ddc4e981a4|b47455bac4f039747ad5e4ddc4e981a4|Strength|2 pieds.|Melee|1d6|True|1|Tongi|1||[]|20|False|0|X3|19|1d6|Piercing damage|11||Tongi||True|False|[]|[]|null|[]|[]|Axes||0|False|False|False|False|False|TongiArmyMasterwork_RT_4 (UnityEngine.Sprite)|0|SwordEquip|AxePut|AxeTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|13fa38737d46c9e4abc7f4d74aaa59c3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardTongi|Tongi|StandardTongi|False||Tongi|null|False|null|5|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Tongi|[Equipment]|Tongi|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
Weapon|null|null|False|1d9acaa3c344c1244bcea18095652955|1d9acaa3c344c1244bcea18095652955|Strength|2 pieds.|Melee|1d8|True|1|DoubleAxe|1||[]|60|False|0|X3|20|1d8|Slashing damage|11||Hache double orque||True|True|[]|[]|null|[]|[]|Axes, Double||0|False|False|False|False|False|OrcDoubleAxeArmyNormal (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False|b4fe35bae9ef0f64182a0345007f8eb0|Medium|87d76c7534506a546a065731ee6a38cd|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDoubleAxe|Hache double orque|StandardDoubleAxe|False||Hache double orque|null|False|[BlueprintItemWeapon: StandardDoubleAxeSecond]|15|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Hache double orque|[]|DoubleAxe|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|15
Weapon|null|null|False|b4fe35bae9ef0f64182a0345007f8eb0|b4fe35bae9ef0f64182a0345007f8eb0|Strength|2 pieds.|Melee|1d8|True|1|DoubleAxe|1||[]|75|False|0|X3|20|1d8|Slashing damage|11||Hache double orque||True|False|[]|[]|null|[]|[]|Axes, Double||0|False|False|False|False|False|OrcDoubleAxeArmyNormal (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|87d76c7534506a546a065731ee6a38cd|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDoubleAxeSecond|Hache double orque|StandardDoubleAxeSecond|False||Hache double orque|null|False|null|18|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Hache double orque|[]|DoubleAxe|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|15
Weapon|null|null|False|b665770f14e49bc49999d7c3c11c1d61|b665770f14e49bc49999d7c3c11c1d61|Strength|2 pieds.|Melee|1d8|True|1|DoubleSword|1||[]|100|False|0|X2|19|1d8|Slashing damage|11||Épée double||True|True|[]|[]|null|[]|[]|BladesHeavy, Double||0|False|False|False|False|False|SwordDoubleArmyMasterwork (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False|83a19b2e36d74f24daa8978e3a029309|Medium|e95efb85a0912a7489be69d5f03a5308|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDoubleSword|Épée double|StandardDoubleSword|False||Épée double|null|False|[BlueprintItemWeapon: StandardDoubleSwordSecond]|25|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Épée double|[]|DoubleSword|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|10
Weapon|null|null|False|83a19b2e36d74f24daa8978e3a029309|83a19b2e36d74f24daa8978e3a029309|Strength|2 pieds.|Melee|1d8|True|1|DoubleSword|1||[]|100|False|0|X2|19|1d8|Slashing damage|11||Épée double||True|False|[]|[]|null|[]|[]|BladesHeavy, Double||0|False|False|False|False|False|SwordDoubleArmyMasterwork (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|e95efb85a0912a7489be69d5f03a5308|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDoubleSwordSecond|Épée double|StandardDoubleSwordSecond|False||Épée double|null|False|null|25|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Épée double|[]|DoubleSword|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|10
Weapon|null|null|False|c20f347c84b6605479c9a7b28ccb236b|c20f347c84b6605479c9a7b28ccb236b|Strength|2 pieds.|Melee|1d8|True|1|Urgrosh|1||[]|52|False|0|X3|20|1d8|Slashing damage|11||Urgrosh nain||True|True|[]|[]|null|[]|[]|Double, Hammers||0|False|False|False|False|False|UrgroshDwarvenArmyMasterwork_RT_3 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False|78e7be71f5e44fb448434217fe2942d1|Medium|0ec97c08fdf87e44f8f16ba87b511743|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDwarvenUrgrosh|Urgrosh nain|StandardDwarvenUrgrosh|False||Urgrosh nain|null|False|[BlueprintItemWeapon: StandardDwarvenUrgroshSecond]|13|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Urgrosh nain|[]|DwarvenUrgrosh|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|12
Weapon|null|null|False|78e7be71f5e44fb448434217fe2942d1|78e7be71f5e44fb448434217fe2942d1|Strength|2 pieds.|Melee|1d6|True|1|Urgrosh|1||[]|100|False|0|X3|20|1d6|Piercing damage|11||Urgrosh nain||True|False|[]|[]|null|[]|[]|Double, Spears||0|False|False|False|False|False|UrgroshDwarvenArmyMasterwork_RT_3 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|c4e95e3c489721e4382fd8514a522f9d|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDwarvenUrgroshSecond|Urgrosh nain|StandardDwarvenUrgroshSecond|False||Urgrosh nain|null|False|null|25|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Urgrosh nain|[]|DwarvenUrgroshSpearHead|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|12
Weapon|null|null|False|f58e421cb8b4ed64ba195123df754055|f58e421cb8b4ed64ba195123df754055|Strength|2 pieds.|Melee|1d10|True|1|ElvenCurvedBlade|1||[]|80|False|0|X2|18|1d10|Slashing damage|11||Lame elfique incurvée||True|False|[]|[]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|ElvenCurvedBladeMasterwork_LB_3 (UnityEngine.Sprite)|0|SwordEquip|SwordLargePut|SwordLargeTake|False|False|False|False|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|b5e6838ad2a62b146b49619bcf9f42aa|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardElvenCurvedBlade|Lame elfique incurvée|StandardElvenCurvedBlade|False||Lame elfique incurvée|null|False|null|20|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Lame elfique incurvée|[Equipment]|ElvenCurvedBlade|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|7
Weapon|null|null|False|c91f331cdf7e331468490323a2e1613d|c91f331cdf7e331468490323a2e1613d|Strength|6 pieds.|Melee|1d10|True|1|Fauchard|1||[]|16|False|0|X2|18|1d10|Slashing damage|11||Fauchard||True|False|[]|[]|null|[]|[]|Polearms||0|False|False|False|False|False|FauchardKnightMasterwork_LT_3 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|7a40899c4defec94bb9c291bde74f1a8|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardFauchard|Fauchard|StandardFauchard|False||Fauchard|null|False|null|4|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Fauchard|[Equipment]|Fauchard|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|10
Weapon|null|null|False|8998da2cfe0884f47943bd28823c3a51|8998da2cfe0884f47943bd28823c3a51|Strength|2 pieds.|Melee|1d8|True|1|HookedHammer|1||[]|20|False|0|X3|20|1d8|Bludgeoning damage|11||Marteau-piolet gnome||True|True|[]|[]|null|[]|[]|Double||0|False|False|False|False|False|HammerHookedGnomeArmyMasterwork_LB_4 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False|e8be459f78e10624596268c316a65a21|Medium|91645b645cf121a479c1fabc5678dcb3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardGnomeHookedHammer|Marteau-piolet gnome|StandardGnomeHookedHammer|False||Marteau-piolet gnome|null|False|[BlueprintItemWeapon: StandardGnomehookedHammerSecond]|5|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Marteau-piolet gnome|[]|GnomeHookedHammerHead|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|6
Weapon|null|null|False|e8be459f78e10624596268c316a65a21|e8be459f78e10624596268c316a65a21|Strength|2 pieds.|Melee|1d6|True|1|HookedHammer|1||[]|100|False|0|X4|20|1d6|Piercing damage|11||Marteau-piolet gnome||True|False|[]|[]|null|[]|[]|Double||0|False|False|False|False|False|HammerHookedGnomeArmyMasterwork_LB_4 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|018ad48ffd3460d47900491656d2ff26|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardGnomehookedHammerSecond|Marteau-piolet gnome|StandardGnomehookedHammerSecond|False||Marteau-piolet gnome|null|False|null|25|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Marteau-piolet gnome|[]|GnomeHookedHammerHook|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|10
