--- SCROLL CRAFTING - AVAILABLE SPELLS DUMP (04/05/2026 15:41:43) ---
Total: 664
GUID | LVL | MOD | SCHOOL | NAME | CLASSES
d4b28341acdfa9443a3a779acb58be51 |  2  | [MOD] | Transmutation | Aspect animal                  | Alchimiste, Special/Other, Arcaniste...
a4ad1b8fa11e7c347a608c004efce9d5 |  2  | [MOD] | Transmutation | Aspect de l'ours               | Arcaniste, Druide, Special/Other...
acb787cf9f76e924a9a93bbd011af040 |  2  | [MOD] | Abjuration | Aura de bravoure supérieure    | Paladin, Special/Other
9a7e3cd1323dfe347a6dcce357844769 |  2  | [MOD] | Enchantment | Bénédiction de chance et de fermeté | Prêtre, Special/Other, Inquisiteur...
c36c1d11771b0584f8e100b92ee5475b |  2  | [MOD] | Conjuration | Bénédiction de vie et de courage | Prêtre, Special/Other, Oracle...
65f0b63c45ea82a4f8b8325768a3832d |  2  | [MOD] | Necromancy | Blessure modérée               | Arcaniste, Prêtre, Special/Other...
b7731c2b4fa1c9844a092329177be4c3 |  2  | [MOD] | Necromancy | Brasseur d'os                  | Arcaniste, MagicDeceiverSpellbook, Special/Other...
ed22aa8751c049fa915dabfa29712c08 |  2  | [MOD] | Illusion   | Brume hantée                   | Arcaniste, MagicDeceiverSpellbook, Special/Other...
68f4129f658d02244ad57a4bfe3a5e61 |  2  | [MOD] | Transmutation | Brume sanglante                | Special/Other
c3893092a333b93499fd0a21845aa265 |  2  | [MOD] | Evocation  | Cacophonie                     | Barde, Special/Other, Prêtre...
46fd02ad56c35224c9c91c88cd457791 |  2  | [MOD] | Necromancy | Cécité                         | Arcaniste, MagicDeceiverSpellbook, Special/Other...
b2d9ad1cc95d718459c09499a2e9dbf9 |  2  | [MOD] | Conjuration | Champ de fleurs                | Special/Other
b6010dda6333bcf4093ce20f0063cd41 |  2  | [MOD] | Evocation  | Contact gelé                   | Arcaniste, MagicDeceiverSpellbook, Special/Other...
0b101dd5618591e478f825f0eef155b4 |  2  |       | Necromancy | Contrôle mineur des morts-vivants | Arcaniste, Roublard, Special/Other...
298148133cdc3fd42889b99c82711986 |  2  |       | Conjuration | Convocation d'alliés naturels II | Arcaniste, Druide, Special/Other...
1724061e89c667045a6891179ee2e8e7 |  2  |       | Conjuration | Convocation de monstres II     | Arcaniste, Barde, Special/Other...
970c6db48ff0c6f43afc9dbb48780d03 |  2  | [MOD] | Conjuration | Convocation de petit élémentaire | Arcaniste, Barde, Special/Other...
df75c9faf5829da4aabb47995d5a6f8a |  2  | [MOD] | Conjuration | Convocation de petit élémentaire de bière | Special/Other
29ccc62632178d344ad0be0865fd3113 |  2  |       | Conjuration | Création de fosse              | Arcaniste, Roublard, Ensorceleur...
29b0f9026ad05e14789d84e867cc6dff |  2  |       | Transmutation | Croissance d'épines            | Arcaniste, Druide, Special/Other...
448aa456600749d18c14ad979cc88a67 |  2  | [MOD] | Transmutation | Déformation douloureuse        | Arcaniste, MagicDeceiverSpellbook, Special/Other...
f8bce986adfc88544a42bf4ab7ae75b2 |  2  | [MOD] | Conjuration | Délivrance de la paralysie     | Prêtre, Special/Other, Inquisiteur...
27bf851c585817c4fbd079c970a162fa |  2  |       | Illusion   | Démarche du caméléon           | Chasseur, Special/Other, Rôdeur...
30e5dc243f937fc4b95d2f8f4e1b7ff3 |  2  | [MOD] | Divination | Détection de l'invisibilité    | Alchimiste, Special/Other, Arcaniste...
82962a820ebc0e7408b8582fdc3f4c0c |  2  | [MOD] | Divination | Détection des organes vitaux   | Arcaniste, Barde, Special/Other...
4709274b2080b6444a3c11c6ebbe2404 |  2  | [MOD] | Divination | Détection des pièges           | Arcaniste, Prêtre, Special/Other...
8abcdb612ab449e49c4f5b244f92edde |  2  | [MOD] | Enchantment | Douleur lancinante             | Arcaniste, Special/Other, Inquisiteur...
d57fcfdfcffa2d346985648cb77390fb |  2  | [MOD] | Abjuration | Édit de riposte                | Special/Other
08cb5f4c3b2695e44971bf5c45205df0 |  2  |       | Necromancy | Effroi                         | Arcaniste, Barde, Special/Other...
6c7467f0344004d48848a43d8c078bf8 |  2  | [MOD] | Transmutation | Enchevêtrement fiévreux        | Arcaniste, Druide, Special/Other...
a900628aea19aa74aad0ece0e65d091a |  2  | [MOD] | Transmutation | Endurance de l'ours            | Alchimiste, Special/Other, Arcaniste...
4733d8dd549ff544395f1684ec73c392 |  2  | [MOD] | Abjuration | Esprit cristallin              | Special/Other
644d2c0d029e54d4188bc34216d9d8c0 |  2  | [MOD] | Necromancy | Festin de peur                 | Special/Other
d0ed16b4f939c274e86ceb95c5f680ae |  2  | [MOD] | Evocation  | Flammes des Abysses            | Special/Other
9a46dfd390f943647ab4395fc997936d |  2  | [MOD] | Conjuration | Flèche acide                   | Arcaniste, MagicDeceiverSpellbook, Special/Other...
dd2a5a6e76611c04e9eac6254fcf8c6b |  2  | [MOD] | Evocation  | Flèche de loi                  | Prêtre, Special/Other, Oracle...
14ec7a4e52e90fa47a4c8d63c69fd5c1 |  2  |       | Illusion   | Flou                           | Alchimiste, Special/Other, Arcaniste...
4c3d08935262b6544ae97599b3a9556d |  2  | [MOD] | Transmutation | Force de taureau               | Alchimiste, Special/Other, Arcaniste...
47c80ed8e725ede4d91f06eddcc3e75a |  2  | [MOD] | Abjuration | Force égale                    | Special/Other
66fa2aab59294c44cad02c4dd60f986d |  2  | [MOD] | Transmutation | Forme démoniaque I             | Special/Other
ce4c4e52c53473549ae033e2bb44b51a |  2  | [MOD] | Enchantment | Fustiger                       | Inquisiteur, Special/Other, Aéon...
770eef29433299e4f9d21142d0706cfb |  2  | [MOD] | Transmutation | Grâce de l'ours                | Special/Other
de7a025d48ad5da4991e7d3c682cf69d |  2  | [MOD] | Transmutation | Grâce féline                   | Alchimiste, Special/Other, Arcaniste...
5ab0d42fb68c9e34abae4921822b9d63 |  2  | [MOD] | Enchantment | Héroïsme                       | Alchimiste, Special/Other, Arcaniste...
3e4ab69ada402d145a5e0ad3ad4b8564 |  2  | [MOD] | Illusion   | Image miroir                   | Arcaniste, Barde, Special/Other...
41bab342089c0254ca222eb918e98cd4 |  2  | [MOD] | Enchantment | Immobilisation d'animal        | Arcaniste, Special/Other, Druide...
c7104f7526c4c524f91474614054547e |  2  | [MOD] | Enchantment | Immobilisation de personne     | Arcaniste, MagicDeceiverSpellbook, Special/Other...
89940cde01689fb46946b2f8cd7b66b7 |  2  | [MOD] | Illusion   | Invisibilité                   | Alchimiste, Special/Other, Arcaniste...
c9198d9dfd2515d4ba98335b57bb66c7 |  2  | [MOD] | Enchantment | Litanie d'éloquence            | Inquisiteur, Special/Other, Paladin...
16f7754287811724abe1e0ead88f74ca |  2  |       | Conjuration | Litanie d'enchevêtrement       | Inquisiteur, Special/Other, Paladin
f602da89a6344b11b91b268e59a9f2b2 |  2  | [MOD] | Necromancy | Malédiction de sort            | Arcaniste, Prêtre, Special/Other...
f1a0dd9c0b6f9654fb025875dc4b905d |  2  | [MOD] | Enchantment | Ode au miracle de la magie     | Special/Other
42a65895ba0cb3a42b6019039dd2bff1 |  2  | [MOD] | Evocation  | Orbe en fusion                 | Arcaniste, MagicDeceiverSpellbook, Special/Other...
5b77d7cc65b8ab74688e74a37fc2f553 |  2  | [MOD] | Transmutation | Peau d'écorce                  | Alchimiste, Special/Other, Arcaniste...
10f0308c40d647c42a6b4caaee7658a8 |  2  |       | Conjuration | Poème régénérant               | Special/Other
dee3074b2fbfb064b80b973f9b56319e |  2  | [MOD] | Necromancy | Poison pernicieux              | Arcaniste, Druide, Special/Other...
3d1c5aa69827faf419bb17b0a8cadf9b |  2  | [MOD] | Conjuration | Poisson-missile                | Special/Other
ce7dad2b25acf85429b6c9550787b2d9 |  2  | [MOD] | Conjuration | Poussière scintillante         | Arcaniste, Barde, Special/Other...
8b8ccc9763e3cc74bbf5acc9c98557b9 |  2  | [MOD] | Abjuration | Protection contre la Loi (partagé) | Special/Other
2cadf6c6350e4684baa109d067277a45 |  2  |       | Abjuration | Protection contre l'alignement (partagé) | Arcaniste, Prêtre, Special/Other...
0ec75ec95d9e39d47a23610123ba1bad |  2  |       | Abjuration | Protection contre le Chaos (partagé) | Special/Other
3026de673d4d8fe45baf40e0b5edd718 |  2  | [MOD] | Abjuration | Protection contre le Chaos/Mal (partagé) | Paladin, Special/Other
93f391b0c5a99e04e83bbfbe3bb6db64 |  2  | [MOD] | Abjuration | Protection contre le Mal (partagé) | Special/Other
d2f116cfe05fcdd4a94e80143b67046f |  2  | [MOD] | Abjuration | Protection contre les énergies destructives | Alchimiste, Special/Other, Arcaniste...
c28de1f98a3f432448e52e5d47c73208 |  2  | [MOD] | Abjuration | Protection contre les projectiles | Alchimiste, Special/Other, Arcaniste...
2dbe271c979d9104c8e2e6b42e208e32 |  2  |       | Necromancy | Purulence                      | Arcaniste, Inquisiteur, Special/Other...
97b991256e43bb140b263c326f690ce2 |  2  | [MOD] | Enchantment | Rage                           | Alchimiste, Special/Other, Arcaniste...
cdb106d53c65bbc4086183d54c3b97c7 |  2  | [MOD] | Evocation  | Rayon ardent                   | Arcaniste, Sanguin, Special/Other...
7ef096fdc8394e149a9e8dced7576fee |  2  | [MOD] | Evocation  | Rayon ardent (froid)           | Special/Other
ff652882623d43f184eb6abef741e20e |  2  | [MOD] | Abjuration | Runes explosives               | Arcaniste, MagicDeceiverSpellbook, Special/Other...
ae4d3ad6a8fda1542acf2e9bbc13d113 |  2  | [MOD] | Transmutation | Ruse du renard                 | Alchimiste, Special/Other, Arcaniste...
dde924776bd7ad247928b5efbfacfbdd |  2  | [MOD] | Transmutation | Rythme naturel                 | Arcaniste, Druide, Special/Other...
f0455c9295b53904f9e02fc571dd2ce1 |  2  | [MOD] | Transmutation | Sagesse du hibou               | Alchimiste, Special/Other, Arcaniste...
7a5b5bf845779a941a67251539545762 |  2  | [MOD] | Necromancy | Simulacre de vie               | Alchimiste, Special/Other, Arcaniste...
6b90c773a6543dc49b2505858ce33db5 |  2  | [MOD] | Conjuration | Soins modérés                  | Alchimiste, Special/Other, Arcaniste...
446f7bf201dc1934f96ac0a26e324803 |  2  | [MOD] | Transmutation | Splendeur de l'aigle           | Alchimiste, Special/Other, Arcaniste...
134cb6d492269aa4f8662700ef57449f |  2  |       | Conjuration | Toile d'araignée               | Arcaniste, Magus, Special/Other...
bc153808ef4884a4594bc9bec2299b69 |  2  | [MOD] | Necromancy | Vérole                         | Arcaniste, Druide, Special/Other...
584a2f29a8f50044fa2b6d9c2a6fb82a |  2  | [MOD] | Evocation  | Voix du renouveau              | Special/Other
64923c9c808143c7ab7adba5a27f0ca4 |  3  | [MOD] | Transmutation | Affûtage                       | Arcaniste, Special/Other, Inquisiteur...
255ae2be713947ad9162fc207457035c |  3  |       | Divination | Analyse de l'esprit            | MagicDeceiverSpellbook, Special/Other
4b76d32feb089ad4499c3a1ce8e1ac27 |  3  | [MOD] | Necromancy | Animation des morts            | Arcaniste, Prêtre, Special/Other...
2a9ef0e0b5822a24d88b16673a267456 |  3  |       | Evocation  | Appel de la foudre             | Arcaniste, Special/Other, Druide...
0f92caa35619f234298d95a4b6dda90d |  3  |       | Transmutation | Arme magique suprême           | Arcaniste, Sanguin, Special/Other...
75a10d5a635986641bfbcceceec87217 |  3  | [MOD] | Transmutation | Aspect angélique               | Arcaniste, Prêtre, Special/Other...
c9c56af3b25be3942aa0ffd12f11cf35 |  3  | [MOD] | Transmutation | Aspect animal supérieur        | Alchimiste, Special/Other, Arcaniste...
e67efd8c84f69d24ab472c9f546fff7e |  3  | [MOD] | Evocation  | Aura d'archon                  | Prêtre, Special/Other, Oracle...
8a28a811ca5d20d49a863e832c31cce1 |  3  | [MOD] | Necromancy | Baiser du vampire              | Arcaniste, MagicDeceiverSpellbook, Special/Other...
30302d12c4aed124ba55857c7dfab114 |  3  | [MOD] | Transmutation | Barbe grandiose                | Special/Other
9e33ed477ddd4fad9d90fb64b1a6f732 |  3  | [MOD] | Abjuration | Barrière étourdissante supérieure | Arcaniste, Prêtre, Special/Other...
bd5da98859cf2b3418f6d68ea66cabbe |  3  | [MOD] | Necromancy | Blessure grave                 | Arcaniste, Prêtre, Special/Other...
b75ff0546bf948948adb68336e2b475d |  3  | [MOD] | Abjuration | Bouclier contre les démons     | Special/Other
1a36c8b9ed655c249a9f9e8d4731f001 |  3  |       | Conjuration | Boue apaisante                 | Arcaniste, Special/Other, Druide...
0a2f7c6aa81bc6548ac7780d8b70bcbc |  3  |       | Evocation  | Boule percutante               | Arcaniste, Roublard, Ensorceleur...
265582bc494c4b12b5860b508a2f89a2 |  3  |       | Abjuration | Bulle de vie                   | Arcaniste, Prêtre, Special/Other...
25f741db26e3e27428c4fcb5e60a4ab9 |  3  |       | Transmutation | Canalisation de rage           | Special/Other
dd2918e4a77c50044acba1ac93494c36 |  3  | [MOD] | Enchantment | Chagrin écrasant               | Arcaniste, Barde, Special/Other...
2daf19a1e59545fba89b3d2a822c20b4 |  3  |       | Enchantment | Chant de discorde suprême      | Barde, Special/Other, Magus...
045351f1421ee3f449a9143db701d192 |  3  |       | Transmutation | Clignotement                   | Arcaniste, Barde, Special/Other...
48e2744846ed04b4580be1a3343a5d3d |  3  | [MOD] | Necromancy | Contagion                      | Arcaniste, Sanguin, Special/Other...
fdcf7e57ec44f704591f11b45f4acf61 |  3  | [MOD] | Conjuration | Convocation d'alliés naturels III | Arcaniste, Druide, Special/Other...
5d61dde0020bbf54ba1521f7ca0229dc |  3  | [MOD] | Conjuration | Convocation de monstres III    | Arcaniste, Barde, Special/Other...
8d1c8d7d4fa82884ebf99fc280d49978 |  3  | [MOD] | Conjuration | Convocation d'élémentaire de bière moyen | Special/Other
2daf9c5112f16d54ab3cd6904c705c59 |  3  |       | Transmutation | Corps épineux                  | Alchimiste, Special/Other, Arcaniste...
9779c8578acd919419f563c33d7b2af5 |  3  | [MOD] | Transmutation | Crachat venimeux               | Arcaniste, Prêtre, Special/Other...
b48674cef2bff5e478a007cf57d8345b |  3  | [MOD] | Abjuration | Délivrance des malédictions    | Alchimiste, Special/Other, Arcaniste...
d219494150ac1f24f9ce14a3d4f66d26 |  3  | [MOD] | Transmutation | Démarche aérienne de groupe    | Arcaniste, Barde, Special/Other...
7ec0ffdd8779c344f85337109af0c6c5 |  3  | [MOD] | Illusion   | Démarche du caméléon supérieure | Chasseur, Special/Other, Rôdeur...
903092f6488f9ce45a80943923576ab3 |  3  | [MOD] | Illusion   | Déplacement                    | Alchimiste, Special/Other, Arcaniste...
